# source=measured_disturbance_recovery_timeseries, provisional=false
trial_id,direction,t_s,pitch_deg,pitch_rate_deg_s,wheel_speed_rad_s,balance_enabled,protection_triggered
e2_forward_01,forward,1.540,-0.20718,-0.7364,2.4857,1,0
e2_forward_01,forward,1.560,0.01243,1.2840,2.4203,1,0
e2_forward_01,forward,1.580,-0.18598,1.0073,2.3566,1,0
e2_forward_01,forward,1.600,-0.31099,1.9000,2.2946,1,0
e2_forward_01,forward,1.620,-0.10224,0.3299,2.2342,1,0
e2_forward_01,forward,1.640,-0.24183,1.0842,2.1754,1,0
e2_forward_01,forward,1.660,-0.12166,-0.2377,2.1181,1,0
e2_forward_01,forward,1.680,-0.17563,0.5152,2.0624,1,0
e2_forward_01,forward,1.700,-0.03030,-0.0663,2.0081,1,0
e2_forward_01,forward,1.720,0.02606,-0.3120,1.9553,1,0
e2_forward_01,forward,1.740,0.16874,-0.6986,1.9038,1,0
e2_forward_01,forward,1.760,0.09454,0.1571,1.8537,1,0
e2_forward_01,forward,1.780,-0.08581,0.1891,1.8050,1,0
e2_forward_01,forward,1.800,0.15896,-0.2120,1.7575,1,0
e2_forward_01,forward,1.820,0.06202,0.3522,1.7112,1,0
e2_forward_01,forward,1.840,0.20619,-1.0086,1.6662,1,0
e2_forward_01,forward,1.860,0.01041,0.7048,1.6223,1,0
e2_forward_01,forward,1.880,-0.04116,1.5896,1.5797,1,0
e2_forward_01,forward,1.900,0.25121,0.1334,1.5381,1,0
e2_forward_01,forward,1.920,0.25072,0.2154,1.4976,1,0
e2_forward_01,forward,1.940,0.14377,-0.0725,1.4582,1,0
e2_forward_01,forward,1.960,0.15378,0.1374,1.4198,1,0
e2_forward_01,forward,1.980,-0.01885,-0.9457,1.3825,1,0
e2_forward_01,forward,2.000,0.15358,0.3230,1.3461,1,0
e2_forward_01,forward,2.020,0.14369,-0.1004,1.3107,1,0
e2_forward_01,forward,2.040,0.04791,-1.1232,1.2762,1,0
e2_forward_01,forward,2.060,0.12253,-1.1698,1.2426,1,0
e2_forward_01,forward,2.080,0.24765,-0.8508,1.2099,1,0
e2_forward_01,forward,2.100,0.16160,0.3172,1.1781,1,0
e2_forward_01,forward,2.120,0.15056,-0.4432,1.1471,1,0
e2_forward_01,forward,2.140,0.05093,1.3687,1.1169,1,0
e2_forward_01,forward,2.160,0.20264,-0.3601,1.0875,1,0
e2_forward_01,forward,2.180,0.21011,1.0266,1.0589,1,0
e2_forward_01,forward,2.200,0.12678,0.8101,1.0310,1,0
e2_forward_01,forward,2.220,0.18674,-1.0682,1.0039,1,0
e2_forward_01,forward,2.240,0.28778,-0.1294,0.9775,1,0
e2_forward_01,forward,2.260,0.08633,-0.5192,0.9517,1,0
e2_forward_01,forward,2.280,0.22404,0.3863,0.9267,1,0
e2_forward_01,forward,2.300,-0.01830,0.8119,0.9023,1,0
e2_forward_01,forward,2.320,0.04641,0.8135,0.8786,1,0
e2_forward_01,forward,2.340,0.15166,0.0605,0.8555,1,0
e2_forward_01,forward,2.360,0.10141,-0.9744,0.8329,1,0
e2_forward_01,forward,2.380,0.07265,-0.4697,0.8110,1,0
e2_forward_01,forward,2.400,0.12429,0.0282,0.7897,1,0
e2_forward_01,forward,2.420,0.15287,-1.0690,0.7689,1,0
e2_forward_01,forward,2.440,-0.02565,0.1101,0.7487,1,0
e2_forward_01,forward,2.460,0.23618,0.6064,0.7290,1,0
e2_forward_01,forward,2.480,0.01903,-0.2197,0.7098,1,0
e2_forward_01,forward,2.500,0.04927,0.8911,0.6911,1,0
e2_forward_01,forward,2.520,0.16804,-0.6657,0.6729,1,0
e2_forward_01,forward,2.540,0.13067,0.1478,0.6552,1,0
e2_forward_01,forward,2.560,-0.21064,-0.2185,0.6380,1,0
e2_forward_01,forward,2.580,-0.19168,0.7780,0.6212,1,0
e2_forward_01,forward,2.600,-0.08228,-0.1931,0.6048,1,0
e2_forward_01,forward,2.620,-0.02189,0.2370,0.5889,1,0
e2_forward_01,forward,2.640,-0.02631,-0.6373,0.5734,1,0
e2_forward_01,forward,2.660,-0.16597,0.9134,0.5583,1,0
e2_forward_01,forward,2.680,0.03534,-0.5398,0.5436,1,0
e2_forward_01,forward,2.700,-0.05151,0.0978,0.5293,1,0
e2_forward_01,forward,2.720,0.03522,-0.4166,0.5154,1,0
e2_forward_01,forward,2.740,-0.18402,-1.3301,0.5018,1,0
e2_forward_01,forward,2.760,0.03759,0.6935,0.4886,1,0
e2_forward_01,forward,2.780,0.10569,0.5537,0.4758,1,0
e2_forward_01,forward,2.800,0.10664,1.4506,0.4633,1,0
e2_forward_01,forward,2.820,-0.23181,0.8432,0.4511,1,0
e2_forward_01,forward,2.840,0.14722,-0.5604,0.4392,1,0
e2_forward_01,forward,2.860,-0.17223,0.6013,0.4276,1,0
e2_forward_01,forward,2.880,-0.11744,0.4774,0.4164,1,0
e2_forward_01,forward,2.900,0.14775,0.0866,0.4054,1,0
e2_forward_01,forward,2.920,0.09639,0.7468,0.3948,1,0
e2_forward_01,forward,2.940,0.13563,-0.9193,0.3844,1,0
e2_forward_01,forward,2.960,0.09512,-0.0095,0.3743,1,0
e2_forward_01,forward,2.980,-0.09913,0.6095,0.3644,1,0
e2_forward_01,forward,3.000,0.15332,-1.0274,0.3548,1,0
e2_forward_02,forward,-0.200,-0.00936,-0.5128,0.0000,1,0
e2_forward_02,forward,-0.180,0.16647,-0.4516,0.0000,1,0
e2_forward_02,forward,-0.160,-0.01054,0.6371,0.0000,1,0
e2_forward_02,forward,-0.140,-0.02317,0.3417,0.0000,1,0
e2_forward_02,forward,-0.120,-0.30871,0.3074,0.0000,1,0
e2_forward_02,forward,-0.100,-0.07875,-1.5289,0.0000,1,0
e2_forward_02,forward,-0.080,-0.14770,0.8473,0.0000,1,0
e2_forward_02,forward,-0.060,-0.05456,1.0137,0.0000,1,0
e2_forward_02,forward,-0.040,-0.08391,-0.3515,0.0000,1,0
e2_forward_02,forward,-0.020,-0.04091,0.0082,0.0000,1,0
e2_forward_02,forward,0.000,8.10746,-9.9252,18.7556,1,0
e2_forward_02,forward,0.020,7.69873,-10.5859,18.2620,1,0
e2_forward_02,forward,0.040,7.60606,-10.1295,17.7815,1,0
e2_forward_02,forward,0.060,6.94042,-8.7256,17.3136,1,0
e2_forward_02,forward,0.080,6.74521,-8.9723,16.8580,1,0
e2_forward_02,forward,0.100,6.27639,-9.1022,16.4144,1,0
e2_forward_02,forward,0.120,5.73112,-7.9093,15.9824,1,0
e2_forward_02,forward,0.140,5.56589,-7.2381,15.5619,1,0
e2_forward_02,forward,0.160,4.98777,-6.4445,15.1524,1,0
e2_forward_02,forward,0.180,4.81905,-5.8279,14.7537,1,0
e2_forward_02,forward,0.200,4.35517,-5.4211,14.3654,1,0
e2_forward_02,forward,0.220,3.95091,-4.3371,13.9874,1,0
e2_forward_02,forward,0.240,3.73754,-3.8859,13.6193,1,0
e2_forward_02,forward,0.260,3.25259,-4.2195,13.2610,1,0
e2_forward_02,forward,0.280,3.01779,-4.6146,12.9120,1,0
e2_forward_02,forward,0.300,2.69390,-3.4752,12.5722,1,0
e2_forward_02,forward,0.320,2.40765,-2.2689,12.2414,1,0
e2_forward_02,forward,0.340,1.87035,-1.8277,11.9193,1,0
e2_forward_02,forward,0.360,2.13689,-3.5996,11.6056,1,0
e2_forward_02,forward,0.380,1.66211,-2.1260,11.3002,1,0
e2_forward_02,forward,0.400,1.38257,-1.3810,11.0029,1,0
e2_forward_02,forward,0.420,0.95594,-0.6582,10.7134,1,0
e2_forward_02,forward,0.440,0.98048,-1.8859,10.4314,1,0
e2_forward_02,forward,0.460,0.87075,-1.7293,10.1569,1,0
e2_forward_02,forward,0.480,0.83063,-1.8258,9.8897,1,0
e2_forward_02,forward,0.500,0.47690,-1.1652,9.6294,1,0
e2_forward_02,forward,0.520,0.26276,-0.6367,9.3760,1,0
e2_forward_02,forward,0.540,0.16651,-0.8034,9.1293,1,0
e2_forward_02,forward,0.560,-0.09581,1.3862,8.8891,1,0
e2_forward_02,forward,0.580,0.00842,0.7081,8.6552,1,0
e2_forward_02,forward,0.600,-0.30961,1.0542,8.4274,1,0
e2_forward_02,forward,0.620,-0.35475,0.3443,8.2057,1,0
e2_forward_02,forward,0.640,-0.34440,-0.0367,7.9897,1,0
e2_forward_02,forward,0.660,-0.47456,1.2717,7.7795,1,0
e2_forward_02,forward,0.680,-0.33943,-0.1550,7.5748,1,0
e2_forward_02,forward,0.700,-0.67458,0.7130,7.3755,1,0
e2_forward_02,forward,0.720,-0.81788,0.8242,7.1814,1,0
e2_forward_02,forward,0.740,-0.89532,1.5838,6.9924,1,0
e2_forward_02,forward,0.760,-0.80411,0.7756,6.8084,1,0
e2_forward_02,forward,0.780,-0.59644,0.7121,6.6292,1,0
e2_forward_02,forward,0.800,-0.51199,-1.0007,6.4548,1,0
e2_forward_02,forward,0.820,-0.90447,-0.1988,6.2849,1,0
e2_forward_02,forward,0.840,-0.92886,1.4785,6.1196,1,0
e2_forward_02,forward,0.860,-0.72204,1.5740,5.9585,1,0
e2_forward_02,forward,0.880,-0.70987,0.7331,5.8017,1,0
e2_forward_02,forward,0.900,-0.90156,0.7987,5.6491,1,0
e2_forward_02,forward,0.920,-0.65651,1.3157,5.5004,1,0
e2_forward_02,forward,0.940,-0.75798,0.2794,5.3557,1,0
e2_forward_02,forward,0.960,-0.72914,1.3054,5.2147,1,0
e2_forward_02,forward,0.980,-0.54470,1.4075,5.0775,1,0
e2_forward_02,forward,1.000,-0.65166,1.0310,4.9439,1,0
e2_forward_02,forward,1.020,-0.73311,-0.0665,4.8138,1,0
e2_forward_02,forward,1.040,-0.70650,0.8794,4.6871,1,0
e2_forward_02,forward,1.060,-0.66763,1.1788,4.5638,1,0
e2_forward_02,forward,1.080,-0.69113,2.0697,4.4437,1,0
e2_forward_02,forward,1.100,-0.74550,0.8891,4.3268,1,0
e2_forward_02,forward,1.120,-0.67458,0.2437,4.2129,1,0
e2_forward_02,forward,1.140,-0.63477,0.3471,4.1021,1,0
e2_forward_02,forward,1.160,-0.52407,2.0063,3.9941,1,0
e2_forward_02,forward,1.180,-0.42923,-0.1405,3.8890,1,0
e2_forward_02,forward,1.200,-0.44845,0.1109,3.7867,1,0
e2_forward_02,forward,1.220,-0.58236,0.2756,3.6870,1,0
e2_forward_02,forward,1.240,-0.32680,0.2086,3.5900,1,0
e2_forward_02,forward,1.260,-0.46024,0.8569,3.4955,1,0
e2_forward_02,forward,1.280,-0.40752,0.6749,3.4036,1,0
e2_forward_02,forward,1.300,-0.32811,-0.6053,3.3140,1,0
e2_forward_02,forward,1.320,-0.40251,0.3909,3.2268,1,0
e2_forward_02,forward,1.340,-0.13759,-0.6903,3.1419,1,0
e2_forward_02,forward,1.360,0.01192,0.0760,3.0592,1,0
e2_forward_02,forward,1.380,-0.11706,0.0326,2.9787,1,0
e2_forward_02,forward,1.400,-0.20810,1.1901,2.9003,1,0
e2_forward_02,forward,1.420,-0.33902,0.9619,2.8240,1,0
e2_forward_02,forward,1.440,-0.10065,0.0002,2.7497,1,0
e2_forward_02,forward,1.460,-0.21618,-0.2471,2.6773,1,0
e2_forward_02,forward,1.480,-0.21722,0.6020,2.6069,1,0
e2_forward_02,forward,1.500,-0.19216,0.1709,2.5383,1,0
e2_forward_02,forward,1.520,-0.04938,-0.3035,2.4715,1,0
e2_forward_02,forward,1.540,-0.00187,-0.5720,2.4065,1,0
e2_forward_02,forward,1.560,-0.29776,0.4982,2.3431,1,0
e2_forward_02,forward,1.580,-0.09066,-0.9416,2.2815,1,0
e2_forward_02,forward,1.600,-0.07123,0.3874,2.2214,1,0
e2_forward_02,forward,1.620,-0.01477,-0.5421,2.1630,1,0
e2_forward_02,forward,1.640,0.06259,-0.3012,2.1061,1,0
e2_forward_02,forward,1.660,0.11451,0.3374,2.0507,1,0
e2_forward_02,forward,1.680,0.12007,-0.1311,1.9967,1,0
e2_forward_02,forward,1.700,0.15629,0.0422,1.9441,1,0
e2_forward_02,forward,1.720,-0.07929,-0.3195,1.8930,1,0
e2_forward_02,forward,1.740,0.19440,0.0828,1.8432,1,0
e2_forward_02,forward,1.760,0.01932,0.1480,1.7947,1,0
e2_forward_02,forward,1.780,-0.00797,0.6462,1.7474,1,0
e2_forward_02,forward,1.800,0.07379,-0.3979,1.7015,1,0
e2_forward_02,forward,1.820,-0.06189,0.3630,1.6567,1,0
e2_forward_02,forward,1.840,-0.12122,-0.4671,1.6131,1,0
e2_forward_02,forward,1.860,0.06466,-0.1124,1.5707,1,0
e2_forward_02,forward,1.880,0.00266,0.0757,1.5293,1,0
e2_forward_02,forward,1.900,0.11349,-1.2280,1.4891,1,0
e2_forward_02,forward,1.920,-0.13733,0.3537,1.4499,1,0
e2_forward_02,forward,1.940,0.07388,-0.4584,1.4117,1,0
e2_forward_02,forward,1.960,0.04740,-1.5626,1.3746,1,0
e2_forward_02,forward,1.980,-0.11405,-0.8814,1.3384,1,0
e2_forward_02,forward,2.000,0.01745,-0.3809,1.3032,1,0
e2_forward_02,forward,2.020,-0.00173,0.5934,1.2689,1,0
e2_forward_02,forward,2.040,-0.06767,-0.3003,1.2355,1,0
e2_forward_02,forward,2.060,0.22057,-0.0253,1.2030,1,0
e2_forward_02,forward,2.080,0.14032,-0.3935,1.1714,1,0
e2_forward_02,forward,2.100,0.15292,-0.9295,1.1405,1,0
e2_forward_02,forward,2.120,-0.02858,0.9276,1.1105,1,0
e2_forward_02,forward,2.140,0.02710,0.9548,1.0813,1,0
e2_forward_02,forward,2.160,-0.12670,0.5302,1.0528,1,0
e2_forward_02,forward,2.180,0.10467,-1.7063,1.0251,1,0
e2_forward_02,forward,2.200,-0.11379,0.5164,0.9982,1,0
e2_forward_02,forward,2.220,-0.03654,-0.2981,0.9719,1,0
e2_forward_02,forward,2.240,0.01606,-0.4424,0.9463,1,0
e2_forward_02,forward,2.260,0.33279,-0.7195,0.9214,1,0
e2_forward_02,forward,2.280,-0.26384,0.1256,0.8972,1,0
e2_forward_02,forward,2.300,0.09503,-0.1564,0.8736,1,0
e2_forward_02,forward,2.320,-0.06893,-0.1764,0.8506,1,0
e2_forward_02,forward,2.340,-0.01310,-0.6203,0.8282,1,0
e2_forward_02,forward,2.360,0.07055,1.7028,0.8064,1,0
e2_forward_02,forward,2.380,-0.05455,-0.5459,0.7852,1,0
e2_forward_02,forward,2.400,0.24255,-0.4480,0.7645,1,0
e2_forward_02,forward,2.420,0.07373,-0.1720,0.7444,1,0
e2_forward_02,forward,2.440,-0.03781,0.2422,0.7248,1,0
e2_forward_02,forward,2.460,0.22774,0.5372,0.7057,1,0
e2_forward_02,forward,2.480,0.06546,-0.0929,0.6872,1,0
e2_forward_02,forward,2.500,-0.02339,-0.0321,0.6691,1,0
e2_forward_02,forward,2.520,-0.00110,-0.6362,0.6515,1,0
e2_forward_02,forward,2.540,0.01461,-0.2737,0.6343,1,0
e2_forward_02,forward,2.560,-0.22045,-0.4237,0.6176,1,0
e2_forward_02,forward,2.580,-0.06405,-0.1094,0.6014,1,0
e2_forward_02,forward,2.600,-0.10812,-0.3036,0.5856,1,0
e2_forward_02,forward,2.620,-0.04672,-0.3312,0.5702,1,0
e2_forward_02,forward,2.640,-0.04848,-0.3144,0.5552,1,0
e2_forward_02,forward,2.660,0.13444,0.2015,0.5405,1,0
e2_forward_02,forward,2.680,-0.15952,0.3521,0.5263,1,0
e2_forward_02,forward,2.700,-0.15003,1.0516,0.5125,1,0
e2_forward_02,forward,2.720,-0.00891,-0.4452,0.4990,1,0
e2_forward_02,forward,2.740,-0.03111,-0.3055,0.4859,1,0
e2_forward_02,forward,2.760,-0.12635,-0.6445,0.4731,1,0
e2_forward_02,forward,2.780,0.29214,-0.2463,0.4606,1,0
e2_forward_02,forward,2.800,0.03244,-0.5991,0.4485,1,0
e2_forward_02,forward,2.820,0.19552,-0.5171,0.4367,1,0
e2_forward_02,forward,2.840,-0.10193,-0.7955,0.4252,1,0
e2_forward_02,forward,2.860,0.18267,-0.6338,0.4140,1,0
e2_forward_02,forward,2.880,-0.03611,-0.4276,0.4031,1,0
e2_forward_02,forward,2.900,-0.10075,0.5951,0.3925,1,0
e2_forward_02,forward,2.920,0.16665,-0.1880,0.3822,1,0
e2_forward_02,forward,2.940,-0.05057,-0.1442,0.3721,1,0
e2_forward_02,forward,2.960,0.09813,-0.3017,0.3623,1,0
e2_forward_02,forward,2.980,-0.13836,0.8040,0.3528,1,0
e2_forward_02,forward,3.000,-0.35091,-0.1771,0.3435,1,0
e2_forward_03,forward,-0.200,-0.06546,-0.2471,0.0000,1,0
e2_forward_03,forward,-0.180,0.23697,-0.1946,0.0000,1,0
e2_forward_03,forward,-0.160,-0.03400,-0.6637,0.0000,1,0
e2_forward_03,forward,-0.140,-0.09685,0.1986,0.0000,1,0
e2_forward_03,forward,-0.120,0.00767,-0.4328,0.0000,1,0
e2_forward_03,forward,-0.100,-0.00615,-0.6523,0.0000,1,0
e2_forward_03,forward,-0.080,0.24012,0.9982,0.0000,1,0
e2_forward_03,forward,-0.060,-0.15129,0.7818,0.0000,1,0
e2_forward_03,forward,-0.040,0.07019,-0.2200,0.0000,1,0
e2_forward_03,forward,-0.020,0.14254,-0.5755,0.0000,1,0
e2_forward_03,forward,0.000,7.84444,-6.9165,17.9953,1,0
e2_forward_03,forward,0.020,7.73206,-8.4305,17.5218,1,0
e2_forward_03,forward,0.040,7.24698,-7.7630,17.0607,1,0
e2_forward_03,forward,0.060,6.98267,-7.0926,16.6118,1,0
e2_forward_03,forward,0.080,6.68607,-7.6587,16.1747,1,0
e2_forward_03,forward,0.100,6.31755,-6.8332,15.7490,1,0
e2_forward_03,forward,0.120,5.90806,-6.5978,15.3346,1,0
e2_forward_03,forward,0.140,5.54426,-6.0060,14.9311,1,0
e2_forward_03,forward,0.160,5.22824,-6.0166,14.5382,1,0
e2_forward_03,forward,0.180,4.90728,-4.7944,14.1556,1,0
e2_forward_03,forward,0.200,4.20626,-3.2809,13.7831,1,0
e2_forward_03,forward,0.220,4.26891,-5.1242,13.4204,1,0
e2_forward_03,forward,0.240,3.90651,-4.8497,13.0673,1,0
e2_forward_03,forward,0.260,3.38763,-3.8752,12.7234,1,0
e2_forward_03,forward,0.280,3.17155,-3.3461,12.3886,1,0
e2_forward_03,forward,0.300,3.02161,-2.6995,12.0626,1,0
e2_forward_03,forward,0.320,2.48168,-2.2051,11.7452,1,0
e2_forward_03,forward,0.340,2.22802,-2.6431,11.4361,1,0
e2_forward_03,forward,0.360,2.02086,-1.9487,11.1352,1,0
e2_forward_03,forward,0.380,1.82481,-1.7712,10.8422,1,0
e2_forward_03,forward,0.400,1.76125,-1.0524,10.5569,1,0
e2_forward_03,forward,0.420,1.34962,-2.2837,10.2791,1,0
e2_forward_03,forward,0.440,1.32370,-1.9565,10.0086,1,0
e2_forward_03,forward,0.460,0.65529,-0.5696,9.7452,1,0
e2_forward_03,forward,0.480,0.56508,-0.4472,9.4888,1,0
e2_forward_03,forward,0.500,0.59153,-0.5639,9.2391,1,0
e2_forward_03,forward,0.520,0.47412,-0.0147,8.9960,1,0
e2_forward_03,forward,0.540,0.20070,-1.0194,8.7593,1,0
e2_forward_03,forward,0.560,-0.12533,0.6339,8.5288,1,0
e2_forward_03,forward,0.580,-0.14681,-0.3994,8.3043,1,0
e2_forward_03,forward,0.600,-0.18294,-0.2833,8.0858,1,0
e2_forward_03,forward,0.620,-0.13861,0.1860,7.8731,1,0
e2_forward_03,forward,0.640,-0.41005,0.4467,7.6659,1,0
e2_forward_03,forward,0.660,-0.80772,1.6041,7.4642,1,0
e2_forward_03,forward,0.680,-0.84063,0.5105,7.2677,1,0
e2_forward_03,forward,0.700,-0.69530,0.8945,7.0765,1,0
e2_forward_03,forward,0.720,-1.04376,1.2179,6.8903,1,0
e2_forward_03,forward,0.740,-1.00315,0.7217,6.7090,1,0
e2_forward_03,forward,0.760,-1.01683,1.6524,6.5324,1,0
e2_forward_03,forward,0.780,-0.85181,0.5859,6.3605,1,0
e2_forward_03,forward,0.800,-1.00512,0.8013,6.1932,1,0
e2_forward_03,forward,0.820,-1.19324,1.0951,6.0302,1,0
e2_forward_03,forward,0.840,-0.92945,0.0929,5.8715,1,0
e2_forward_03,forward,0.860,-1.11736,0.5475,5.7170,1,0
e2_forward_03,forward,0.880,-0.96494,0.8861,5.5666,1,0
e2_forward_03,forward,0.900,-1.12540,2.2186,5.4201,1,0
e2_forward_03,forward,0.920,-0.84001,1.4817,5.2775,1,0
e2_forward_03,forward,0.940,-1.16453,0.9316,5.1386,1,0
e2_forward_03,forward,0.960,-1.36203,1.0879,5.0034,1,0
e2_forward_03,forward,0.980,-1.04023,0.7950,4.8717,1,0
e2_forward_03,forward,1.000,-0.92851,1.1788,4.7435,1,0
e2_forward_03,forward,1.020,-0.94781,0.5652,4.6187,1,0
e2_forward_03,forward,1.040,-0.90062,0.2744,4.4972,1,0
e2_forward_03,forward,1.060,-1.05380,1.2974,4.3788,1,0
e2_forward_03,forward,1.080,-1.03859,2.0543,4.2636,1,0
e2_forward_03,forward,1.100,-0.69840,0.1264,4.1514,1,0
e2_forward_03,forward,1.120,-1.06491,1.5649,4.0422,1,0
e2_forward_03,forward,1.140,-0.78850,0.8909,3.9358,1,0
e2_forward_03,forward,1.160,-0.72189,1.7331,3.8322,1,0
e2_forward_03,forward,1.180,-0.75457,1.1069,3.7314,1,0
e2_forward_03,forward,1.200,-0.78830,0.9901,3.6332,1,0
