# source=measured_ctrl_looplog_tcp, provisional=false
# hello_start=HELLO,15677,wheeleg_tcp,172.20.10.4:23
# start_ack=ACK,15704,0,LOOPLOG_START,1000
# wait_s=9.0
# hello_dump=HELLO,15677,wheeleg_tcp,172.20.10.4:23
# keepalive_interval=0.75
# keepalive_acks=11
# chunk_size=200
# chunks=5
# dump_begin=LOOPLOG_DUMP_BEGIN,1000,unit_us,0,200
# dump_end=LOOPLOG_DUMP_END,1000,800,200
# dump_ack=ACK,32874,0,LOOPLOG_DUMP_TCP,800,200
idx,dt_us
877,4001
878,5274
879,2724
880,4006
881,3995
882,4001
883,4003
884,5519
885,2482
886,4297
887,3695
888,4007
889,3996
890,4005
891,3995
892,4001
893,3999
894,4005
895,3996
896,3999
897,3997
898,4007
899,4004
900,3997
901,3995
902,4001
903,4003
904,4367
905,3634
906,3995
907,4001
908,4003
909,4001
910,4000
911,3995
912,4040
913,3964
914,3999
915,4002
916,3995
917,4004
918,5536
919,2460
920,4005
921,3995
922,4000
923,4004
924,4000
925,4291
926,3705
927,4000
928,4004
929,4001
930,4000
931,3995
932,4000
933,4004
934,4004
935,3997
936,3995
937,5754
938,2242
939,4008
940,4001
941,3995
942,4004
943,4000
944,3999
945,4002
946,3995
947,4000
948,4004
949,3999
950,4002
951,3995
952,4000
953,4004
954,3999
955,4002
956,3995
957,4000
958,4004
959,4000
960,4002
961,4002
962,3996
963,4055
964,3950
965,4000
966,3995
967,4005
968,3999
969,3999
970,4002
971,3995
972,4086
973,3918
974,4000
975,4001
976,3995
977,4000
978,4004
979,4001
980,4000
981,3995
982,4000
983,4004
984,4001
985,4001
986,3994
987,3996
988,5428
989,2580
990,3997
991,3995
992,4004
993,4000
994,4001
995,4000
996,3995
997,4000
998,4004
999,4001
