trial_id,leg_setting,leg_length_m,t_s,pitch_deg,target_leg_m,balance_enabled,protection_triggered,provisional,source
e3_short_01,short,0.055,0.520,0.35938,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.540,0.14644,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.560,0.03383,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.580,-0.06180,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.600,-0.41167,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.620,-0.12474,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.640,-0.31309,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.660,-0.42154,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.680,-0.08881,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.700,-0.41779,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.720,-0.34682,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.740,-0.50266,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.760,-0.37263,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.780,-0.56792,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.800,-0.38123,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.820,-0.37964,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.840,-0.67984,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.860,-0.75443,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.880,-0.69477,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.900,-0.56784,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.920,-0.56255,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.940,-0.89944,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.960,-0.63268,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,0.980,-0.69978,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.000,-0.60557,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.020,-0.47945,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.040,-0.53070,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.060,-0.30243,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.080,-0.42599,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.100,-0.33685,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.120,-0.35751,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.140,-0.55112,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.160,-0.38105,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.180,-0.44702,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.200,-0.20399,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.220,-0.35081,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.240,-0.14632,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.260,-0.24173,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.280,-0.19292,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.300,-0.23188,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.320,-0.42869,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.340,-0.43113,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.360,0.08878,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.380,-0.26383,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.400,-0.06331,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.420,-0.33298,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.440,0.01806,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.460,-0.14108,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.480,-0.08337,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.500,-0.24813,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.520,-0.10307,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.540,0.00269,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.560,0.11237,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.580,-0.01603,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.600,0.00705,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.620,-0.23790,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.640,0.04513,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.660,0.03053,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.680,0.15855,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.700,0.06064,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.720,0.04172,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.740,0.03991,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.760,0.07393,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.780,-0.08052,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.800,-0.04032,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.820,0.19091,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.840,0.01184,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.860,0.04901,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.880,0.38591,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.900,-0.20476,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.920,-0.02625,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.940,-0.15748,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.960,0.06278,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,1.980,-0.02000,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.000,0.12167,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.020,0.15141,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.040,-0.11971,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.060,-0.01400,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.080,0.03252,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.100,-0.08890,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.120,0.01994,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.140,-0.03077,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.160,0.05192,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.180,0.00221,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.200,-0.08676,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.220,-0.06331,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.240,0.02001,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.260,-0.04525,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.280,-0.13562,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.300,0.00250,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.320,-0.07242,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.340,0.13118,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.360,0.09813,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.380,0.18372,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.400,-0.04513,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.420,-0.04914,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.440,0.19015,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.460,0.17019,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.480,-0.16028,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.500,-0.06371,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.520,-0.01417,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.540,-0.04090,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.560,0.09932,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.580,0.11870,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.600,-0.22734,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.620,-0.05252,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.640,0.11118,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.660,0.13332,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.680,0.07261,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.700,0.00013,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.720,0.03004,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.740,-0.12353,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.760,-0.01735,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.780,0.03511,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.800,0.08463,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.820,0.01972,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.840,-0.14298,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.860,0.29742,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.880,-0.15264,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.900,0.21638,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.920,0.07509,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.940,0.02084,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.960,-0.13573,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,2.980,-0.02779,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_01,short,0.055,3.000,-0.01549,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.200,0.09798,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.180,0.11722,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.160,0.10363,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.140,0.06514,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.120,-0.04444,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.100,-0.05039,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.080,0.06560,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.060,-0.00369,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.040,-0.19026,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,-0.020,0.00690,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.000,6.60085,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.020,6.36321,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.040,5.75362,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.060,5.43178,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.080,5.19161,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.100,4.84565,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.120,4.17251,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.140,4.15368,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.160,3.56281,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.180,3.35321,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.200,3.15043,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.220,2.68969,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.240,2.42162,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.260,2.41556,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.280,1.98151,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.300,1.94908,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.320,1.62412,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.340,1.50519,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.360,0.99128,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.380,1.17495,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.400,0.90978,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.420,0.74608,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.440,0.79080,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.460,0.48263,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.480,0.46091,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.500,0.28243,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.520,0.28208,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.540,0.05687,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.560,-0.06704,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.580,0.04419,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.600,0.01055,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.620,-0.06844,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.640,-0.34003,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.660,-0.24623,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.680,-0.35580,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.700,-0.23474,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.720,-0.45249,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.740,-0.36389,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.760,-0.40228,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.780,-0.50434,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.800,-0.42144,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.820,-0.33261,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.840,-0.28056,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.860,-0.24025,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.880,-0.35387,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.900,-0.38464,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.920,-0.17501,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.940,-0.49134,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.960,-0.44842,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,0.980,-0.24234,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.000,-0.25974,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.020,-0.30424,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.040,-0.30647,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.060,-0.25492,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.080,-0.40755,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.100,-0.05351,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.120,-0.26180,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.140,-0.36929,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.160,-0.13377,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.180,-0.10938,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.200,-0.39745,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.220,-0.17371,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.240,-0.16745,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.260,-0.10950,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.280,-0.16315,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.300,-0.15220,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.320,0.09365,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.340,0.06678,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.360,0.10187,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.380,-0.00468,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.400,0.06354,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.420,-0.04065,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.440,-0.22660,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.460,-0.02921,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.480,0.04940,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.500,0.03904,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.520,0.06609,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.540,0.06072,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.560,0.14812,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.580,0.07169,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.600,-0.04364,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.620,0.12134,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.640,-0.08271,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.660,0.03507,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.680,-0.01921,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.700,-0.09674,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.720,0.11824,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.740,-0.06684,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.760,0.23394,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.780,0.24247,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.800,-0.05137,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.820,0.21948,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.840,0.03425,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.860,0.04031,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.880,0.06361,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.900,-0.06018,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.920,-0.02623,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.940,0.07900,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.960,0.11130,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,1.980,-0.15658,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,2.000,0.16154,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,2.020,0.09035,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_02,short,0.055,2.040,0.13211,0.055,1,0,True,synthetic_planning_placeholder_not_measured
